expression,reading,meaning,tags,guid
旅行,りょこう,"travel, trip",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,KmCEi1#qL@
零,れい,"zero, nought",JLPT JLPT_3 JLPT_5 JLPT_N5,rc1t]Q^qI(
冷蔵庫,れいぞうこ,refrigerator,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,j*=Z=Hk4*w
レコード,レコード,record,JLPT JLPT_5 JLPT_N5,xn:3qV.c32
レストラン,レストラン,restaurant,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,s3y4P[QtRd
練習,れんしゅう (する),(to) practice,JLPT JLPT_5 JLPT_N5,KaUYN0c91a
廊下,ろうか,corridor,JLPT JLPT_5 JLPT_N5,AsH$#BLZ{M
六,ろく,six,JLPT JLPT_5 JLPT_N5,w>WY?cJ:VM
ワイシャツ,ワイシャツ,"shirt (lit: white shirt), business shirt",JLPT JLPT_5 JLPT_N5,x|nJIKNm*T
若い,わかい,young,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,xN9[eu+8aY
分かる,わかる,to understand,JLPT JLPT_5 JLPT_N5,vF3#$3|-lu
忘れる,わすれる,to forget,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,HW)xrzU[Z4
私,わたし,"I, myself",Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,I+Y7lySy.4
私,わたくし,"I (formal), myself, private affairs",Genki Genki_Ln.13 JLPT JLPT_2 JLPT_5 JLPT_N5,m!I5:hHt<W
渡す,わたす,to hand (something) over (v.t.); to get across,Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,KvDHRUZ*r&
渡る,わたる,"to cross over, to go across",JLPT JLPT_5 JLPT_N5,z9kLvI4/{d
悪い,わるい,"bad, sinful; inferior",Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,rxV$$v%QZ;
