expression,reading,meaning,tags,guid
ヒント,ヒント,hint,JLPT_1 JLPT,l]_+v%b&%R
頻繁,ひんぱん,frequency,JLPT_1 JLPT,D{nW!<u7<*
貧乏,びんぼう,"poverty, destitute, poor",JLPT_1 JLPT,KjBzaYHZW.
ファイト,ファイト,fight,JLPT_1 JLPT,"C?{V+<,&x0"
ファイル,ファイル,file; portfolio,JLPT_1 Genki_Ln.16 JLPT Genki,srC<dgokBJ
ファン,ファン,fan,JLPT_1 JLPT,hsy0ORScG&
不意,ふい,"sudden, abrupt, unexpected",JLPT_1 JLPT,xgYlO*O}d~
フィルタ,フィルタ,filter,JLPT_1 JLPT,jmKbIb6QcW
封,ふう,seal,JLPT_1 JLPT,iHGcq7T#S>
封鎖,ふうさ,"blockade, freezing (funds)",JLPT_1 JLPT,Ae_x+Wt0^{
風車,ふうしゃ,windmill,JLPT_1 JLPT,m${YvIujFj
風習,ふうしゅう,custom,JLPT_1 JLPT,IfkXX^HH}1
風俗,ふうぞく,"manners, customs; sex industry",JLPT_1 JLPT,e3n120S&QB
ブーツ,ブーツ,boots,JLPT_1 JLPT,Nihzy$?;~s
風土,ふうど,"natural features, climate",JLPT_1 JLPT,B(IXgyGNd~
ブーム,ブーム,boom,JLPT_1 JLPT,FMQ@X9![T+
フォーム,フォーム,foam; form,JLPT_1 JLPT,N.>_aoM)4S
部下,ぶか,one's subordinate,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.9 Genki_Ln.22 Genki,At:l-rSeL9
不可欠,ふかけつ,"indispensable, essential",JLPT_1 JLPT,$D>BzY&Eq
ぶかぶか,ぶかぶか,"too big, baggy",JLPT_1 JLPT,M4TQ1zs9*D
不吉,ふきつ,"ominous, sinister, bad luck, ill omen",JLPT_1 JLPT,GG4guCQ>St
不況,ふきょう,"recession, depression, slump",JLPT_1 JLPT,NAxBuR@3>.
布巾,ふきん,dish cloth,JLPT_1 JLPT,P<Zf%&wJ!m
複合,ふくごう,"composite, complex",JLPT_1 JLPT,p=QT;iGf;n
福祉,ふくし,"welfare, well-being",JLPT_1 JLPT,b03!@u1#5V
覆面,ふくめん,"mask, veil, disguise",JLPT_1 JLPT,QXg#lB9xS_
膨れる,ふくれる,"to swell (out), to be inflated, to bulge",JLPT_1 JLPT,"Ie:O+1U,1j"
不景気,ふけいき,"business recession, hard times, depression",JLPT_1 JLPT,"iNdMUnu]F,"
耽る,ふける,"to indulge in, to give oneself up to, to be absorbed in",JLPT_1 JLPT,v[B)O.T7PD
老ける,ふける,to age,JLPT_1 JLPT,QZ$)s`u+7V
富豪,ふごう,"wealthy person, millionaire",JLPT_1 JLPT,de)G:rS8ob
布告,ふこく,"edict, ordinance, proclamation",JLPT_1 JLPT,m`EP77(8*G
ブザー,ブザー,buzzer,JLPT_1 JLPT,C0kjm{<IuS
負債,ふさい,"debt, liabilities",JLPT_1 JLPT,qG<ySRudYV
不在,ふざい,absence,JLPT_1 JLPT,rCM+ktTr!?
ふさわしい,ふさわしい,appropriate,JLPT_1 JLPT,j1c*Q9d`L}
不順,ふじゅん,"irregularity, unseasonableness",JLPT_1 JLPT,kwTZda>KFz
負傷,ふしょう,"injury, wound",JLPT_1 JLPT,o+oZbWGZ`o
侮辱,ぶじょく,"insult, contempt, slight",JLPT_1 JLPT,g>J&PTIuaT
不審,ふしん,"suspicious, doubt, infidelity",JLPT_1 JLPT,jmIlRt&BUg
不振,ふしん,"dullness, slump, stagnation",JLPT_1 JLPT,G]_~>elSdu
武装,ぶそう,"arms, armament, armed",JLPT_1 JLPT,JTlLA8kPQ$
札,ふだ,"token, label; ticket, card; charm, talisman",JLPT_1 JLPT,P_/*Zy2*:b
負担,ふたん,burden; load,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,Gta/;X`Z+t
不調,ふちょう,"bad condition, disorder, slump",JLPT_1 JLPT,j!ymTpYo|(
復活,ふっかつ,"revival (e.g., musical), restoration",JLPT_1 JLPT,Hga}Pqjl1G
物議,ぶつぎ,public discussion (criticism),JLPT_1 JLPT,E>jQlZ<@Gi
復旧,ふっきゅう,"restoration, restitution, rehabilitation",JLPT_1 JLPT,v+skQS.kck
復興,ふっこう,"revival, renaissance, reconstruction",JLPT_1 JLPT,DSf6z@!#o3
物資,ぶっし,"goods, materials",JLPT_1 JLPT,wx*<XPsco8
仏像,ぶつぞう,Buddhist image (statue),JLPT_1 JLPT,oCnal+d5Dm
物体,ぶったい,object,JLPT_1 JLPT,vQK(_s<&_e
沸騰,ふっとう,"boiling, seething",JLPT_1 JLPT,K!6nK8uJ5*
不当,ふとう,"injustice, impropriety, unfair",JLPT_1 JLPT,"AB;-J~^I,j"
不動産,ふどうさん,real estate,JLPT_1 JLPT,Mv%siEq0S4
無難,ぶなん,"safety, security",JLPT_1 JLPT,L:*{h+[3Gh
赴任,ふにん,(proceeding to) new appointment,JLPT_1 JLPT,oAb.`u!o*I
腐敗,ふはい,"decay, depravity",JLPT_1 JLPT,M`8*mP*qtg
不評,ふひょう,"bad reputation, disgrace, unpopularity",JLPT_1 JLPT,uWKg6kq8N?
不服,ふふく,"dissatisfaction, discontent, disapproval",JLPT_1 JLPT,efQHJ:1O+%
普遍,ふへん,"universality, ubiquity, omnipresence",JLPT_1 JLPT,DU4nCA/=D7
踏まえる,ふまえる,"to be based on, to have origin in",JLPT_1 JLPT,FbvWJQ2aYz
踏み込む,ふみこむ,"to step into (someone else's territory, to break into, to raid",JLPT_1 JLPT,KsQ]!/u$%%
不明,ふめい,"unknown, ambiguous",JLPT_1 JLPT,c[|*N}]Ng.
部門,ぶもん,"class, group, category, department, field, branch",JLPT_1 JLPT,fW<r$/Xexi
扶養,ふよう,"support, maintenance",JLPT_1 JLPT,c&|r4tzL6g
ふらふら,ふらふら,"unsteady on one's feet, totter, dizzy",JLPT_1 JLPT,cGi)S~zu?F
ぶらぶら,ぶらぶら,"dangle heavily, sway to and fro, stroll idly",JLPT_1 JLPT,"cSlQ|q,LD<"
振り返る,ふりかえる,"to turn head, to turn around, to look back",JLPT_1 JLPT,i6Y*X-6gv)
振り出し,ふりだし,"outset, starting point, drawing or issuing (draft)",JLPT_1 JLPT,"A2?E7UEb&,"
不良,ふりょう,"badness, delinquent, failure",JLPT_1 JLPT,APww5XImb>
浮力,ふりょく,buoyancy,JLPT_1 JLPT,DkFrZlvY6D
武力,ぶりょく,"armed might, military power, the sword, force",JLPT_1 JLPT,l$;!dayR0#
ブル,ブル,bull,JLPT_1 JLPT,vCf7eeE})t
震わせる,ふるわせる,"to be shaking, to be trembling",JLPT_1 JLPT,j:m!@?JEXR
無礼,ぶれい,"impolite, rude",JLPT_1 JLPT,hx5Ck[5*mQ
付録,ふろく,"appendix, supplement",JLPT_1 JLPT,z3>_<:;2Kw
フロント,フロント,front,JLPT_1 JLPT,QB*(L<))Uf
憤慨,ふんがい,"indignation, resentment",JLPT_1 JLPT,M|ckH|tS}_
文化財,ぶんかざい,"cultural assets, cultural property",JLPT_1 JLPT,GKrt{zi]?g
分業,ぶんぎょう,"division of labor, specialization, assembly-line production",JLPT_1 JLPT,BTtV3{+^[7
文語,ぶんご,"written language, literary language",JLPT_1 JLPT,O2yEclYZ/f
分散,ぶんさん,"dispersion, decentralization, variance (statistics)",JLPT_1 JLPT,w2^IG)[nB&
分子,ぶんし,"numerator, molecule",JLPT_1 JLPT,rK-5&@bZ0^
紛失,ふんしつ,losing something,JLPT_1 JLPT,j5|sBvq.}8
噴出,ふんしゅつ,"spewing, gushing, spouting",JLPT_1 JLPT,D3z2#~XD*U
文書,ぶんしょ,"document, writing",JLPT_1 JLPT,bo]+8nZw?m
紛争,ふんそう,"dispute, trouble, strife",JLPT_1 JLPT,OV3#PrQH78
ふんだん,ふんだん,"plentiful, abundant, lavish",JLPT_1 JLPT,MwIZm`m=c%
分担,ぶんたん,"apportionment, sharing",JLPT_1 JLPT,gy+k.s^o1O
奮闘,ふんとう,"hard struggle, strenuous effort",JLPT_1 JLPT,L`X>(7GS~^
分配,ぶんぱい,"division, sharing",JLPT_1 JLPT,r[[VI2iWnz
分母,ぶんぼ,denominator,JLPT_1 JLPT,BM+H~/z91A
粉末,ふんまつ,fine powder,JLPT_1 JLPT,O?vF%vQ*a#
分離,ぶんり,"separation, detachment, segregation",JLPT_1 JLPT,u?^XP3ZSZ)
分裂,ぶんれつ,"split, division, break up",JLPT_1 JLPT,FG95S7^tJT
ペア,ペア,"pair, pear",JLPT_1 JLPT,k=Nb=9qw5N
兵器,へいき,"arms, weapons, ordinance",JLPT_1 JLPT,wAUL<0|lY_
閉口,へいこう,shut mouth,JLPT_1 JLPT,g74gm$0hDG
閉鎖,へいさ,"closing, closure, shutdown",JLPT_1 JLPT,m*Y:Rj#(nz
兵士,へいし,soldier,JLPT_1 JLPT,B3%=Tm.br`
平常,へいじょう,"normal, usual",JLPT_1 JLPT,i$h--6kH#|
平方,へいほう,"square (e.g., meter, square)",JLPT_1 JLPT,pZOmk8w#A@
並列,へいれつ,"arrangement, parallel, abreast",JLPT_1 JLPT,QDMVtj-X)]
ベース,ベース,"base, bass",JLPT_1 JLPT,m~Et>&CToA
辟易,へきえき,"wince, shrink back, succumbing to, being frightened",JLPT_1 JLPT,wo~f0ok]vp
ぺこぺこ,ぺこぺこ,"fawn, be very hungry",JLPT_1 JLPT,F.Cz<ZL1y8
ベスト,ベスト,best; vest,JLPT_1 JLPT,kVQ_O=hpyu
ベストセラー,ベストセラー,best-seller,JLPT_1 JLPT,"k[DIJ,exg`"
隔たる,へだたる,to be distant,JLPT_1 JLPT,b4BPS$[Q>/
縁,へり,edge,JLPT_1 JLPT,g}BbfTHa#|
へりくだる,へりくだる,to deprecate oneself and praise the listener,JLPT_1 JLPT,fb3Sk}Zmt.
弁解,べんかい,"explanation, justification, excuse",JLPT_1 JLPT,Eu*5BbIK^d
変革,へんかく,"change, reform(the) Reformation",JLPT_1 JLPT,JH(PT>%qS{
返還,へんかん,"return, restoration",JLPT_1 JLPT,F`|5A?wBp8
便宜,べんぎ,"convenience, accommodation",JLPT_1 JLPT,uw9O+5v>m#
偏見,へんけん,"prejudice, narrow view",JLPT_1 JLPT,H5~Io~/)~0
弁護,べんご,"defense, pleading, advocacy",JLPT_1 JLPT,rHoP07l#m/
返済,へんさい,repayment,JLPT_1 JLPT,G.5i-maV%u
弁償,べんしょう,"compensation, reparation, reimbursement",JLPT_1 JLPT,H^-g_F:FjG
変遷,へんせん,"change, transition, vicissitudes",JLPT_1 JLPT,qt*X5m;y07
返答,へんとう,reply,JLPT_1 JLPT,A+kZ]*6U1q
変動,へんどう,"change, fluctuation",JLPT_1 JLPT,"giBey3?e,4"
弁論,べんろん,"discussion, debate, argument",JLPT_1 JLPT,A=n2+Ps#LJ
穂,ほ,"ear (of plant), head (of plant)",JLPT_1 JLPT,c0##(*ojkQ
保育,ほいく,"nursing, nurturing, rearing",JLPT_1 JLPT,i3iCkIhG8y
ボイコット,ボイコット,boycott,JLPT_1 JLPT,mR[e%~Ga7o
ポイント,ポイント,point,JLPT_1 JLPT,J#f7z)[.2}
法案,ほうあん,bill (law),JLPT_1 JLPT,G67]H`pE*(
防衛,ぼうえい,"defense, protection, self-defense",JLPT_1 JLPT,D~[_4zhU{o
防火,ぼうか,"fire prevention, fire fighting, fire proof",JLPT_1 JLPT,nk53s<H-ud
崩壊,ほうかい,"collapse, decay (physics), crumbling",JLPT_1 JLPT,"jGI8,H>%=u"
妨害,ぼうがい,"disturbance, obstruction, interference",JLPT_1 JLPT,k0?pSKRG!b
法学,ほうがく,"law, jurisprudence",JLPT_1 JLPT,Mp|Wasr2Aa
封建,ほうけん,feudalistic,JLPT_1 JLPT,I3}@<tlawU
豊作,ほうさく,"abundant harvest, bumper crop",JLPT_1 JLPT,DcQa/!NBRf
方策,ほうさく,"plan, policy",JLPT_1 JLPT,jAYb5%jhb
奉仕,ほうし,"attendance, service",JLPT_1 JLPT,jl!5Ew9{A&
方式,ほうしき,"form, method, system",JLPT_1 JLPT,JK5hiz`$ai
放射,ほうしゃ,"radiation, emission",JLPT_1 JLPT,s&NZ<R!wMX
放射能,ほうしゃのう,radioactivity,JLPT_1 JLPT,gGVwqx%~R]
報酬,ほうしゅう,"remuneration, recompense, reward",JLPT_1 JLPT,f3~#Hf{b;R
放出,ほうしゅつ,"release, emit",JLPT_1 JLPT,sh*BL^`)[I
報じる,ほうじる,"to inform, to report",JLPT_1 JLPT,JFEJ]`)bZ8
報ずる,ほうずる,"to inform, to report",JLPT_1 JLPT,"KRvk3^-|,F"
紡績,ぼうせき,spinning,JLPT_1 JLPT,c(WbBZ;AX4
呆然,ぼうぜん,"dumbfounded, overcome with surprise",JLPT_1 JLPT,"D,29%Cq6kO"
放置,ほうち,"leave as is, leave alone, neglect",JLPT_1 JLPT,v(CYy#&;?A
膨張,ぼうちょう,"expansion, swelling, increase",JLPT_1 JLPT,yrEhMT2lD[
法廷,ほうてい,courtroom,JLPT_1 JLPT,DT=sfW*:r&
報道,ほうどう,"coverage, report",JLPT_1 JLPT,c6C5#ID_tl
冒頭,ぼうとう,"beginning, start, outset",JLPT_1 JLPT,j#7sz+T+0t
暴動,ぼうどう,"insurrection, riot, uprising",JLPT_1 JLPT,z>Vj=5Gt8G
褒美,ほうび,"reward, prize",JLPT_1 JLPT,p$ZOw#.2V@
暴風,ぼうふう,"storm, windstorm, gale",JLPT_1 JLPT,G7m5?HCHEG
葬る,ほうむる,"to bury, to entomb",JLPT_1 JLPT,o:m}t1oj2f
放り込む,ほうりこむ,to throw into,JLPT_1 JLPT,eWW}rHT.ef
放り出す,ほうりだす,"to throw out, to give up, to abandon",JLPT_1 JLPT,x@6@j{vH4g
暴力,ぼうりょく,violence,JLPT_1 JLPT,"bBwqHP,dIr"
飽和,ほうわ,saturation,JLPT_1 JLPT,e-F){8|6>q
ホース,ホース,hose,JLPT_1 JLPT,mR5}X@MWM{
ポーズ,ポーズ,pause,JLPT_1 JLPT,o2eqJ-PY$U
ホール,ホール,hall; hole,JLPT_1 JLPT,g=V#H+1mJd
保温,ほおん,"retaining warmth, keeping heat in, heat insulation",JLPT_1 JLPT,caxU`1c?H}
捕獲,ほかく,"capture, seizure",JLPT_1 JLPT,b>64#LmJ&_
保管,ほかん,"custody, safekeeping, storage",JLPT_1 JLPT,dQ*M>yKiW}
補給,ほきゅう,"supply, supplying, replenishment",JLPT_1 JLPT,Dc(.H5{&b@
補強,ほきょう,reinforcement,JLPT_1 JLPT,J3$|<dn.re
募金,ぼきん,"fund-raising, collection of funds",JLPT_1 JLPT,h)Vl=R>l^q
牧師,ぼくし,"pastor, minister, clergyman",JLPT_1 JLPT,pz`YHSooKr
捕鯨,ほげい,whaling,JLPT_1 JLPT,x$O*osSX;x
惚ける,ぼける,"to grow senile, to fade",JLPT_1 JLPT,q*FJd;okG=
保険,ほけん,"insurance, guarantee",JLPT_1 JLPT,Bet5?24idk
母校,ぼこう,alma mater,JLPT_1 JLPT,qX^1y@?`G[
母国,ぼこく,one's home country (same as 自分の国 (じぶんのくに)),JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,bSW6]:G@H?
誇る,ほこる,"to boast of, to be proud of",JLPT_1 JLPT,M-#?~#CKEe
綻びる,ほころびる,"to come apart at the seams, to smile broadly",JLPT_1 JLPT,IzpFoG;o+q
干し～,ほし～,dried ~,JLPT_1 JLPT,is?TC|:$uN
ポジション,ポジション,position,JLPT_1 JLPT,PnsJ9Y`/xy
干し物,ほしもの,dried washing (clothes,JLPT_1 JLPT,fiEpVY&=zT
保守,ほしゅ,"conservative, maintaining",JLPT_1 JLPT,HeA:gQu%kE
補充,ほじゅう,"supplementation, replenishment, replenishing",JLPT_1 JLPT,ovQ+M7ILU)
補助,ほじょ,"assistance, support, auxiliary",JLPT_1 JLPT,m?5D3_JP+}
舗装,ほそう,"pavement, road surface",JLPT_1 JLPT,glr.;x9$x0
補足,ほそく,"supplement, complement",JLPT_1 JLPT,inE4~;vRlL
墓地,ぼち,"cemetery, graveyard",JLPT_1 JLPT,nNMpx>zT&}
発作,ほっさ,"fit, attack",JLPT_1 JLPT,J-l0g]=x_p
没収,ぼっしゅう,forfeited,JLPT_1 JLPT,FTZs|u+c%T
発足,ほっそく,"starting, inauguration",JLPT_1 JLPT,zOAVt?|e(1
ポット,ポット,pot,JLPT_1 JLPT,eLxlfyvQa!
ほっぺた,ほっぺた,cheek,JLPT_1 JLPT,Jt@~gSztWD
ぼつぼつ,ぼつぼつ,"gradually, here and there, spots",JLPT_1 JLPT,jz~OVH6f~Q
没落,ぼつらく,"ruin, fall, collapse",JLPT_1 JLPT,qo9QqJE?e^
解ける,ほどける,"to come untied, to come apart",JLPT_1 JLPT,DA{v}3+Lp$
施す,ほどこす,"to give, to conduct, to perform",JLPT_1 JLPT,gYMa.e[yq>
ほとり,ほとり,vicinity of lake; river,JLPT_1 JLPT,h5B>a}=Y4~
ぼやく,ぼやく,"to grumble, to complain",JLPT_1 JLPT,DOH?PxBsC~
ぼやける,ぼやける,"to become dim, to become blurred",JLPT_1 JLPT,"rB,1PHpB=G"
保養,ほよう,"health preservation, recuperation, recreation",JLPT_1 JLPT,Q#{ir6[3o?
捕虜,ほりょ,prisoner of war,JLPT_1 JLPT,qxd6jwjQC6
ボルト,ボルト,volt; bolt,JLPT_1 JLPT,FZLDQ~YD+C
滅びる,ほろびる,"to be ruined, to perish, to be destroyed",JLPT_1 JLPT,"O_YU5EzmO,"
滅ぼす,ほろぼす,"to destroy, to overthrow, to ruin",JLPT_1 JLPT,eOA1)SbQq#
本格,ほんかく,"propriety, full-scale",JLPT_1 JLPT,DzD$oDSZg.
本館,ほんかん,main building,JLPT_1 JLPT,rO)PGxv/$V
本気,ほんき,"seriousness, truth, sanctity",JLPT_1 JLPT,m?pL_oxeK4
本国,ほんごく,one's own country,JLPT_1 JLPT,HviGkp(Y>O
本質,ほんしつ,"essence, true nature, reality",JLPT_1 JLPT,HQcPpLF4DH
本体,ほんたい,"substance, body, trunk",JLPT_1 JLPT,"f]jl3TlH~,"
本音,ほんね,"(one's) real intention, motive",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,Li:D?QHH;~
本能,ほんのう,instinct,JLPT_1 JLPT,LYsP`F`>Yc
本場,ほんば,"home, best place, genuine",JLPT_1 JLPT,L1wT%E>`J`
ポンプ,ポンプ,pump,JLPT_1 JLPT,iq>r8*xxvq
本文,ほんぶん,"text (of document), body (of letter)",JLPT_1 JLPT,OPcHo]s_IF
本名,ほんみょう,real name,JLPT_1 JLPT,tgSVI-BSzp
マーク,マーク,mark,JLPT_1 JLPT,xSmh(Hx|6s
マイ～,マイ～,"my ~, one's own ~",JLPT_1 JLPT,M3C.y[*%DG
マイクロフォン,マイクロフォン,microphone,JLPT_1 JLPT,"O(^,e1PC5c"
埋蔵,まいぞう,"buried property, treasure trove",JLPT_1 JLPT,x=IBNay?qY
舞う,まう,"to dance, to flutter about, to revolve",JLPT_1 JLPT,E~)$*yPg`;
真上,まうえ,"just above, right overhead",JLPT_1 JLPT,d)IsOG^B=)
前売,まえうり,"advance sale, booking",JLPT_1 JLPT,bq0PjYAHh(
前置き,まえおき,"preface, introduction",JLPT_1 JLPT,w66ywP/&&4
任す,まかす,"to entrust, to leave to a person",JLPT_1 JLPT,p:ILhp([Gw
負かす,まかす,to defeat,JLPT_1 JLPT,qi|Hx;t;6u
賄う,まかなう,"to give board to, to provide meals, to pay",JLPT_1 JLPT,z7=~3@j0#5
紛らわしい,まぎらわしい,"confusing, misleading, ambiguous",JLPT_1 JLPT,"h,2f1PppwU"
紛れる,まぎれる,"to be diverted, to slip into",JLPT_1 JLPT,d#WX3KXSxZ
真心,まごころ,"sincerity, devotion",JLPT_1 JLPT,D6e()w&]x>
まごつく,まごつく,"to be confused, to be flustered",JLPT_1 JLPT,f/~oJkW$x!
誠,まこと,"truth, faith, fidelity",JLPT_1 JLPT,t$vv<u=?i:
誠に,まことに,"indeed, really (very polite), absolutely",JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F
まさしく,まさしく,"surely, no doubt, evidently",JLPT_1 JLPT,zuz5Xe$DuA
勝る,まさる,"to excel, to surpass, to out-rival",JLPT_1 JLPT,t<|1#xSX&T
～増し,～まし,~increase,JLPT_1 JLPT,z5+QCF_t-U
交える,まじえる,"to mix, to converse with, to cross (swords)",JLPT_1 JLPT,B~3MEZXI+!
真下,ました,"right under, directly below",JLPT_1 JLPT,Iz;A7a]fD~
まして,まして,"still more, still less (with neg. verb), to say nothing of",JLPT_1 JLPT,PY/0T[blt;
交わる,まじわる,"to cross, to intersect, to mingle with,",JLPT_1 JLPT,mS|?u$Z<><
麻酔,ますい,anesthesia,JLPT_1 JLPT,"mw>M%F[]D,"
またがる (うまを～),またがる (うまを～),to straddle,JLPT_1 JLPT,uN3HnTL61M
待ち合わせ,まちあわせ,appointment,JLPT_1 JLPT,IyY!Ll1/sj
待ち遠しい,まちどおしい,looking forward to,JLPT_1 JLPT,w+0{4=a9>3
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for",JLPT_1 JLPT,CwJO9mIIMV
まちまち,まちまち,"various, different",JLPT_1 JLPT,Ddw`;bcVVc
末期,まっき,"deathbed, hour of death",JLPT_1 JLPT,GQt+3/1&iv
真っ二つ,まっぷたつ,in two equal parts,JLPT_1 JLPT,rhE|8rVnO$
まと,まと,"mark, target",JLPT_1 JLPT,Q*)wm/p9we
纏まり,まとまり,"conclusion, settlement, consistency",JLPT_1 JLPT,"z55#c:D.,?"
纏め,まとめ,"settlement, conclusion",JLPT_1 JLPT,oa&iF{vs})
免れる,まぬがれる,"to escape from, to be exempted",JLPT_1 JLPT,s%K15EwNfz
招き,まねき,invitation,JLPT_1 JLPT,yU~T`=>LDi
瞬き,まばたき,"wink, twinkling (of stars), flicker (of light)",JLPT_1 JLPT,P9XKDg!![C
麻痺,まひ,"paralysis, palsy, numbness",JLPT_1 JLPT,"E,_FTp$2/<"
～まみれ,～まみれ,"covered with (by, in) ~",JLPT_1 JLPT,"sqX,LlH3-A"
眉,まゆ,eyebrow,JLPT_1 JLPT,s]w/H=It~C
鞠,まり,ball,JLPT_1 JLPT,L0Js7PDQey
丸ごと,まるごと,"in its entirety, whole, wholly",JLPT_1 JLPT,oAOL{@?a=y
まるっきり,まるっきり,"completely, perfectly, just as if",JLPT_1 JLPT,roz]qfa`JS
丸々,まるまる,completely,JLPT_1 JLPT,eV$3aB(/)x
丸める,まるめる,"to make round, to round off, to roll up",JLPT_1 JLPT,Nd=%r[H=>c
満月,まんげつ,full moon,JLPT_1 JLPT,dZR3ROGpT$
満場,まんじょう,"unanimous, whole audience",JLPT_1 JLPT,ffiOG%*5K_
真ん前,まんまえ,"right in front, under the nose",JLPT_1 JLPT,B[GBnZiI4Z
真ん丸い,まんまるい,perfectly circular,JLPT_1 JLPT,F)+$.BY>]K
真ん円い,まんまるい,perfectly round,JLPT_1 JLPT,l73GW43&1I
～味,～み,~ cast (sense of taste),JLPT_1 JLPT,JZMc!Ve6^U
見合い,みあい,formal marriage interview,JLPT_1 JLPT,dP:cnU(>Lf
見合わせる,みあわせる,to exchange glances; to postpone,JLPT_1 JLPT,o0gE$9N?58
見落とす,みおとす,"to overlook, to fail to notice",JLPT_1 JLPT,pxrQq~WN~>
未開,みかい,"savage land, backward region, uncivilized",JLPT_1 JLPT,A5z6h|*?{|
味覚,みかく,"taste, palate, sense of taste",JLPT_1 JLPT,lw?sswB?B?
幹,みき,(tree) trunk,JLPT_1 JLPT,l4N|@LrpFp
見苦しい,みぐるしい,"unsightly, ugly",JLPT_1 JLPT,"zoS)q7/,pA"
見込み,みこみ,"prospects, expectation, hope",JLPT_1 JLPT,AJ2+ju9lav
未婚,みこん,unmarried,JLPT_1 JLPT,y~*KiMDApr
未熟,みじゅく,"inexperience, unskilled, immature",JLPT_1 JLPT,Mm``I-uL4c
微塵,みじん,"particle, atom",JLPT_1 JLPT,xr|L`N8dB@
水気,みずけ,"moisture, dampness",JLPT_1 JLPT,"AAG,tXSTs&"
ミスプリント,ミスプリント,misprint,JLPT_1 JLPT,MN~t-y(9f/
みすぼらしい,みすぼらしい,"shabby, seedy",JLPT_1 JLPT,zZ?|#(.Ue2
ミセス,ミセス,Mrs.,JLPT_1 JLPT,FN(%bDaCYE
見せびらかす,みせびらかす,"to show off, to flaunt",JLPT_1 JLPT,vp0up+%&~4
見せ物,みせもの,"show, exhibition",JLPT_1 JLPT,Cc24XA|;u.
溝,みぞ,"ditch, drain, gutter, gap",JLPT_1 JLPT,"k,R(3N{_j9"
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",JLPT_1 JLPT,B44j~=|$C}
乱す,みだす,"to throw out of order, to disarrange, to disturb",JLPT_1 JLPT,C%T3isV/48
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",JLPT_1 JLPT,KLJg{.X@t^
未知,みち,not yet known,JLPT_1 JLPT,LJ513rxoTO
身近,みぢか,"near oneself, close to one, familiar",JLPT_1 JLPT,bkRa/9L=lh
導く,みちびく,"to be guided, to be shown",JLPT_1 JLPT,"A,UwJ4E[I_"
密集,みっしゅう,"crowd, close formation, dense",JLPT_1 JLPT,iiclZ|l}Fq
密接,みっせつ,"connected, close, intimate",JLPT_1 JLPT,o{R4~BmT^x
密度,みつど,density,JLPT_1 JLPT,t`MF+}P~d:
見積もり,みつもり,"estimation, quotation",JLPT_1 JLPT,KD?@iY>SQH
未定,みてい,"not yet fixed, undecided, pending",JLPT_1 JLPT,Q}7[YRL|?=
見通し,みとおし,"perspective, unobstructed view, prospect",JLPT_1 JLPT,hHCL?CdIG]
見なす,みなす,"to consider as, to regard",JLPT_1 JLPT,E8w4wKW7Y]
源,みなもと,"source, origin",JLPT_1 JLPT,zO=gu0Zqs*
見習う,みならう,to follow another's example,JLPT_1 JLPT,p&yDgKca2!
身なり,みなり,personal appearance,JLPT_1 JLPT,s|<m`9tUtv
峰,みね,"peak, ridge",JLPT_1 JLPT,wx-mVJq6fi
身の上,みのうえ,"one's future, one's welfare, one's personal history",JLPT_1 JLPT,j-p$+}.^ac
見逃す,みのがす,"to miss, to overlook, to leave at large",JLPT_1 JLPT,IsG@e1nb*B
身の回り,みのまわり,"one's personal appearance, personal belongings",JLPT_1 JLPT,"[(&,B0kXN"
見計らう,みはからう,to choose at one's own discretion,JLPT_1 JLPT,"z8AN&Zq,!-"
見晴らし,みはらし,view,JLPT_1 JLPT,h3a00LHX8h
身振り,みぶり,gesture,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,Lm.Fj=%/7a
脈,みゃく,pulse,JLPT_1 JLPT,C|`|>zxQM+
ミュージック,ミュージック,music,JLPT_1 JLPT,t9mG6QGvsw
未練,みれん,"lingering affection, attachment, regret(s)",JLPT_1 JLPT,B=cwZ~017_
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",JLPT_1 JLPT,x&]mO6(]ee
民宿,みんしゅく,private house providing lodging and meals to tourists,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,yy/1y<3;Yk
民族,みんぞく,"people, race",JLPT_1 JLPT,p>p/|sT6Jg
民俗,みんぞく,folk customs,JLPT_1 JLPT,M(tc2N/}z{
無意味,むいみ,"nonsense, no meaning",JLPT_1 JLPT,B9C6%m[4lF
ムード,ムード,mood,JLPT_1 JLPT,JZzdb{.Zc^
無口,むくち,reticence,JLPT_1 JLPT,z:Ts^0TQ4#
婿,むこ,son-in-law,JLPT_1 JLPT,bX1GlIQN8L
無効,むこう,"invalid, no effect, unavailable",JLPT_1 JLPT,EqE:ixA-k+
