expression,reading,meaning,tags,guid
血液,けつえき,blood,JLPT JLPT_2 JLPT_3,hvJ?D%;5l%
結果,けっか,"result, consequence",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,uus~EAck7g
欠陥,けっかん,"defect, fault, deficiency",JLPT JLPT_2 JLPT_3,"JPtOP,>ga["
結局,けっきょく,"after all, eventually",JLPT JLPT_2 JLPT_3,jyia6$GYCZ
決心,けっしん,"determination, resolution",JLPT JLPT_2 JLPT_3,c0O1]G99<]
欠席,けっせき,"absence, non-attendance",JLPT JLPT_2 JLPT_3,C}LnP5iu4O
決定,けってい,"decision, determination",JLPT JLPT_2 JLPT_3,"Jp:0Ai2,VX"
欠点,けってん,"faults, defect, weakness",JLPT JLPT_2 JLPT_3,M9`w:3e`~]
結論,けつろん,conclusion,JLPT JLPT_2 JLPT_3,iMXuHup!!R
煙,けむり,"smoke, fumes",JLPT JLPT_2 JLPT_3,lSxqx7`C*~
蹴る,ける,to kick,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,MV$~w0X!y2
券,けん,"ticket, certificate",JLPT JLPT_2 JLPT_3,hb?hf::?yp
県,けん,prefecture,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,MN<nt8!(02
見解,けんかい,"opinion, point of view",JLPT JLPT_2 JLPT_3,G#%jy:[3F!
限界,げんかい,"limit, bound",JLPT JLPT_2 JLPT_3,JaoBjFZQ]<
現金,げんきん,cash,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v>1Aj:QNui
言語,げんご,language,JLPT JLPT_2 JLPT_3,ejQbjwn<j/
健康,けんこう,health(y),JLPT JLPT_2 JLPT_3,n11FRELGTJ
検査,けんさ,"inspection, examination",JLPT JLPT_2 JLPT_3,JUjY[Ey:u:
現在,げんざい,"now (same as 今 (いま)), present, current",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,w(.$MQ!&Z<
現実,げんじつ,reality,JLPT JLPT_2 JLPT_3,F232?ww;iJ
現象,げんしょう,phenomenon,JLPT JLPT_2 JLPT_3,FyKmxf<-vO
現状,げんじょう,"present condition, status quo",JLPT JLPT_2 JLPT_3,N|BEb?m$K?
建設,けんせつ,"construction, foundation",JLPT JLPT_2 JLPT_3,znx=MK$=96
現代,げんだい,"today, present-day",JLPT JLPT_2 JLPT_3,fu)f(:6JAs
建築,けんちく,"construction, architecture",JLPT JLPT_2 JLPT_3,"NM6eAgwD,T"
見当,けんとう,"estimate, guess",JLPT JLPT_2 JLPT_3,t]}1Fz~P+l
検討,けんとう,"consideration, examination, investigation",JLPT JLPT_2 JLPT_3,Qr-3$@5oy:
現場,げんば,"actual spot, scene, field",JLPT JLPT_2 JLPT_3,pPYxD+.Tt<
憲法,けんぽう,constitution,JLPT JLPT_2 JLPT_3,Pt+Ua9}uUU
権利,けんり,"right, privilege",JLPT JLPT_2 JLPT_3,BlH<4P^#PV
後,ご,"afterwards, since then",JLPT JLPT_2 JLPT_3,NFyG.<z1HC
碁,ご,Go (board game of capturing territory),JLPT JLPT_2 JLPT_3,e~/B8i!5F)
恋,こい,"love, tender passion",JLPT JLPT_2 JLPT_3,I%Sh/ap#4{
濃い,こい,"thick (as of color, liquid), dense, strong",JLPT JLPT_2 JLPT_3,cR>i$T~1vO
恋人,こいびと,lover; sweetheart; girlfriend,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,"lgn5l,{H`B"
幸運,こううん,"good luck, fortune",JLPT JLPT_2 JLPT_3,u*FUt2q$fc
講演,こうえん,"lecture, talk",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"vP=[7BPl,E"
効果,こうか,"effect, result",JLPT JLPT_2 JLPT_3,vT0BrdLKhF
硬貨,こうか,coin,JLPT JLPT_2 JLPT_3,"qBE<@>&,:4"
高価,こうか,high price,JLPT JLPT_2 JLPT_3,J01j$uto]T
豪華,ごうか,"luxurious, gorgeous, extravagance",JLPT JLPT_2 JLPT_3,VKR/XQP(/
合格,ごうかく,"success, passing (e.g., exam)",JLPT JLPT_2 JLPT_3,wSq<0USuY5
交換,こうかん,"exchange, swap",JLPT JLPT_2 JLPT_3,FoW0]ZL+c.
航空,こうくう,"aviation, flying",JLPT JLPT_2 JLPT_3,gKh#|Nhux
光景,こうけい,"scene, spectacle",JLPT JLPT_2 JLPT_3,uTN)wO>N*m
合計,ごうけい,"sum total, total amount",JLPT JLPT_2 JLPT_3,z@(R~.`dKi
攻撃,こうげき,"attack, strike, offensive",JLPT JLPT_2 JLPT_3,fbxr=B^K{z
貢献,こうけん,"contribution, services",JLPT JLPT_2 JLPT_3,im57ib}9qS
広告,こうこく,advertisement,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki,qa5XPpB~K$
交際,こうさい,"friendship, association, acquaintance",JLPT JLPT_2 JLPT_3,nH$6L6<H;R
校舎,こうしゃ,school building,JLPT JLPT_2 JLPT_3,x5W<B+BK>R
後者,こうしゃ,the latter,JLPT JLPT_2 JLPT_3,kUquk|vi;&
工場,こうば,"factory, plant",JLPT JLPT_2 JLPT_3,"kU8AM-,iY!"
公正,こうせい,"justice, fairness, impartiality",JLPT JLPT_2 JLPT_3,N@!)sH2_75
構成,こうせい,"organization, composition",JLPT JLPT_2 JLPT_3,Fd-KLO&b~!
高速,こうそく,"high speed, high gear",JLPT JLPT_2 JLPT_3,"B,HIrwQ4QK"
行動,こうどう,"action, conduct, behavior",JLPT JLPT_2 JLPT_3,Q_m+2cq0*[
強盗,ごうとう,"robbery, burglary",JLPT JLPT_2 JLPT_3,lC8A_#]SF+
後輩,こうはい,junior members of a group,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,exC.)`@)h[
幸福,こうふく,"happiness, blessedness",JLPT JLPT_2 JLPT_3,KnC^{e}c.-
公平,こうへい,"fairness, impartial, justice",JLPT JLPT_2 JLPT_3,"HfCG]C,9b3"
候補,こうほ,candidacy,JLPT JLPT_2 JLPT_3,jI7M_ck/=4
考慮,こうりょ,"consideration, taking into account",JLPT JLPT_2 JLPT_3,ORy-9jIY.M
越える,こえる,"to exceed, to cross over, to cross",JLPT JLPT_2 JLPT_3,Ps<w%<}`Nz
超える,こえる,"to exceed, to cross over, to cross",JLPT JLPT_2 JLPT_3,rn/xivT%1v
コーチ,コーチ,coach,JLPT JLPT_2 JLPT_3,E.482d:D0W
コード,コード,code; cord; chord,JLPT JLPT_2 JLPT_3,QKH0$=zpP3
氷,こおり,"ice, hail",JLPT JLPT_2 JLPT_3,jVp@v3rS)h
凍る,こおる,"to freeze, to be frozen over, to congeal",JLPT JLPT_2 JLPT_3,A<P8Ao~%+S
ゴール,ゴール,goal,JLPT JLPT_2 JLPT_3,PTY>]PCTXK
誤解,ごかい,misunderstanding,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,FY37~etpV/
語学,ごがく,language study,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,lSZ`^u4$^l
呼吸,こきゅう,"breath, respiration",JLPT JLPT_2 JLPT_3,HYaR{=4wss
故郷,こきょう,hometown,JLPT JLPT_2 JLPT_3,x[p9$Yy?#r
極,ごく,"quite, very",JLPT JLPT_2 JLPT_3,x-os]7T;c
国語,こくご,national language,JLPT JLPT_2 JLPT_3,P(9q-`0&O-
国籍,こくせき,nationality,JLPT JLPT_2 JLPT_3,r.}Cb086.1
黒板,こくばん,blackboard,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gM[VFRJO/m
克服,こくふく,"conquest, overcome",JLPT JLPT_2 JLPT_3,cg-)t|ngzK
国民,こくみん,"national, people, citizen",JLPT JLPT_2 JLPT_3,K+q@X-WIB[
穀物,こくもつ,"grain, cereal, corn",JLPT JLPT_2 JLPT_3,EVuq#tu]8|
腰,こし,"hip, waist",JLPT JLPT_2 JLPT_3,m<9C4|i/Uj
胡椒,こしょう,pepper,JLPT JLPT_2 JLPT_3,b)_&^<=JnX
個人,こじん,"individual, private person",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,xJ9*Qc)q|;
越す,こす,"to go over (e.g., with audience)",JLPT JLPT_2 JLPT_3,N~a2o@b;S|
超す,こす,"to cross, to pass, to tide over",JLPT JLPT_2 JLPT_3,E.}3vgSSP~
国家,こっか,"state, country, nation",JLPT JLPT_2 JLPT_3,g^&ilH.z=f
国会,こっかい,"National Diet, parliament, congress",JLPT JLPT_2 JLPT_3,xLo2`0x`}C
国境,こっきょう,national or state border,JLPT JLPT_2 JLPT_3,"ni,}~dk?wC"
骨折,こっせつ,bone fracture,JLPT JLPT_2 JLPT_3,KXTKU$f!R4
小包,こづつみ,"parcel, package",JLPT JLPT_2 JLPT_3,EPSe<f!:WV
琴,こと,Japanese harp,JLPT JLPT_2 JLPT_3,lswbJ>f(+[
異なる,ことなる,"to differ, to vary",JLPT JLPT_2 JLPT_3,GI=<w6vpiE
諺,ことわざ,"proverb, saying",JLPT JLPT_2 JLPT_3,NY!nEVJ<.6
断る,ことわる,"to refuse, to decline, to dismiss",JLPT JLPT_2 JLPT_3,g8Tps~wm2h
粉,こな,"flour, powder",JLPT JLPT_2 JLPT_3,"w.,c]65Xdw"
好み,このみ,"liking, taste, choice",JLPT JLPT_2 JLPT_3,gist9XPg!/
好む,このむ,"to like, to prefer",JLPT JLPT_2 JLPT_3,O)%aoWh139
こぼす,こぼす,to spill,JLPT JLPT_2 JLPT_3,eD]eIT[NNo
こぼれる,こぼれる,"to overflow, to spill",JLPT JLPT_2 JLPT_3,D8@l08%7LL
塵,ごみ,"garbage, litter",JLPT JLPT_2 JLPT_3,A^PPEPy8?0
小麦,こむぎ,wheat,JLPT JLPT_2 JLPT_3,QFa;ZcAclR
ごめんなさい,ごめんなさい,"I beg your pardon, excuse me, I'm sorry",JLPT JLPT_3 JLPT_2 Genki_Ln.4 Genki,fxa7^/$d15
小屋,こや,"hut, cabin, shed",JLPT JLPT_2 JLPT_3,L1:(fi`+1`
これら,これら,these,JLPT JLPT_2 JLPT_3,bJ5Dn}}2bE
殺す,ころす,to kill,JLPT JLPT_2 JLPT_3,FEbGULqZc5
転ぶ,ころぶ,"to fall down, to fall over",JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,fb9L+KGLPL
今回,こんかい,"now, this time, lately",JLPT JLPT_2 JLPT_3,v>V@:|&Nyu
今後,こんご,"from now on, hereafter",JLPT JLPT_2 JLPT_3,"i[%,=_sR{<"
混雑,こんざつ,"confusion, congestion",JLPT JLPT_2 JLPT_3,nJ8&5%w5iO
こんなに,こんなに,"so, like this, in this way",JLPT JLPT_2 JLPT_3,yp0~/ynI.y
困難,こんなん,"difficulty, distress",JLPT JLPT_2 JLPT_3,d&:m/eYAE}
今日,こんにち,"today, this day",JLPT JLPT_2 JLPT_3,v>M{d#cP&m
こんにちは,こんにちは,"hello, good day (daytime greeting)",JLPT JLPT_2 JLPT_3,v[Wf5IN)l&
婚約,こんやく,"engagement, betrothal",JLPT JLPT_2 JLPT_3,"K{EyJ!,l%Q"
混乱,こんらん,"chaos, confusion, mayhem",JLPT JLPT_2 JLPT_3,"FayR37Z,t-"
差,さ,"difference, variation",JLPT JLPT_2 JLPT_3,FOmfV#Q?35
サービス,サービス,"service, support system; goods or services without charge",JLPT JLPT_2 JLPT_3,bg5_R(4_L^
際,さい,"on the occasion of, circumstances",JLPT JLPT_2 JLPT_3,Nv+d+Us](G
最高,さいこう,"highest, supreme, the most",JLPT JLPT_2 JLPT_3,"Onra,t[Ph&"
財産,ざいさん,"property, fortune, assets",JLPT JLPT_2 JLPT_3,s;c/9B[#a4
最終,さいしゅう,"last, closing",JLPT JLPT_2 JLPT_3,flW!HkNC&a
最中,さいちゅう,in the middle of,JLPT JLPT_2 JLPT_3,Ek!(iCG2TX
最低,さいてい,"least, lowest, worst",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,N/OsVi[gL-
才能,さいのう,"talent, ability",JLPT JLPT_2 JLPT_3,DHNwuYd#?N
裁判,さいばん,"trial, judgment",JLPT JLPT_2 JLPT_3,Cj0VNC)aXI
材料,ざいりょう,"ingredients, material",JLPT JLPT_2 JLPT_3,k38qoD9zt6
幸い,さいわい,fortunately; luckily,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,d2lSIg);.
サイン,サイン,autograph; sign; sine,JLPT JLPT_2 JLPT_3,x?{c^]RVe$
境,さかい,"border, boundary, mental state",JLPT JLPT_2 JLPT_3,QShv^7rF%|
逆らう,さからう,"to go against, to oppose, to disobey",JLPT JLPT_2 JLPT_3,o`A^ehWi@^
盛り,さかり,"helping, serving",JLPT JLPT_2 JLPT_3,v$YrLV9qnx
作業,さぎょう,"work, operation, manufacturing",JLPT JLPT_2 JLPT_3,b=vHpFfwSZ
裂く,さく,"to tear, to split",JLPT JLPT_2 JLPT_3,LDUwnq~#Q?
昨,さく,"last (year), yesterday",JLPT JLPT_2 JLPT_3,GL+Y)4yXcS
作品,さくひん,"work, opus, production",JLPT JLPT_2 JLPT_3,MGr8G06#z_
作物,さくもつ,"produce (e.g., agricultural), crops",JLPT JLPT_2 JLPT_3,p(LSOs6uw7
桜,さくら,"cherry blossom, cherry tree",JLPT JLPT_2 JLPT_3,Jm^a%*`E!g
酒,さけ,"alcohol, sake",JLPT JLPT_2 JLPT_3,t}%j30SHEF
叫ぶ,さけぶ,"to shout, to cry",JLPT JLPT_2 JLPT_3,E5;W<1MI2|
避ける,さける,"to avoid (physical contact); to ward off, to avert",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,QIaY:U+_Wa
支える,ささえる,"support, hold, sustain",JLPT JLPT_2 JLPT_3,e#(-!es11Q
刺さる,ささる,"to stick, to be stuck",JLPT JLPT_2 JLPT_3,di2BW%43-n
刺す,さす,"to sting, to bite (e.g., bug), to prick, to stab",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,e48t5Q~CL_
指す,さす,"to point,",JLPT JLPT_2 JLPT_3,k`e;TAGgko
挿す,さす,"to insert, to put in, to graft",JLPT JLPT_2 JLPT_3,"MY60EU`x,H"
注す,さす,"to pour (drink), to serve (drinks)",JLPT JLPT_2 JLPT_3,qH4&#`}]gG
射す,さす,"to shine, to strike",JLPT JLPT_2 JLPT_3,u.)8@5Yw87
座席,ざせき,seat,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,"tDVi}8QLX,"
誘う,さそう,"to invite (someone to do something with you); to tempt, to lure",Genki_Ln.15 Intermediate_Japanese JLPT JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7 Genki,t@[{w{yfI4
札,さつ,"bill, note",JLPT JLPT_2 JLPT_3,wTy^V@~}^O
作家,さっか,"author, writer, novelist",JLPT JLPT_2 JLPT_3,BKI1ycChW6
作曲,さっきょく,composition (of music),JLPT JLPT_2 JLPT_3,Io0i{.3D4v
ざっと,ざっと,"roughly, in round numbers",JLPT JLPT_2 JLPT_3,"l]%gAJA,OM"
さっぱり,さっぱり,"feeling refreshed, neat",JLPT JLPT_2 JLPT_3,"f,Wl.Ci0`l"
さて,さて,"well; now (typically used when switching to a new, usually more important topic)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,LIh4>dp+/=
砂漠,さばく,desert,JLPT JLPT_2 JLPT_3,kKUmiT9F9W
差別,さべつ,"discrimination, differentiation",JLPT JLPT_2 JLPT_3,dyD!/ON4A8
ママ,ママ,Mama,JLPT JLPT_2 JLPT_3,zyZFReMUU6
豆,まめ,"beans, peas",JLPT JLPT_2 JLPT_3,GoM5kwLZ`E
守る,まもる,to protect; to abide (by the rules),JLPT JLPT_2 JLPT_3,KIn|zt16*V
迷う,まよう,"to be puzzled, to be perplexed, to lose one's way",JLPT JLPT_2 JLPT_3,L;:4YYq`)5
丸,まる,"circle, full (month)",JLPT JLPT_2 JLPT_3,Q)LW*l-M`[
円,まる,circle,JLPT JLPT_2 JLPT_3,c11Q@w}#J~
まるで,まるで,just like,JLPT JLPT_2 JLPT_3,nQ6e%/X<.r
万一,まんいち,"by some chance, if by any chance",JLPT JLPT_2 JLPT_3,H0H9j9*ddg
満足,まんぞく,satisfaction,JLPT JLPT_2 JLPT_3,Qfyuj9^wer
身,み,"body, main part",JLPT JLPT_2 JLPT_3,FD}%mUxg1n
実,み,"fruit, seed, good result",JLPT JLPT_2 JLPT_3,j`zE[mIWkt
見送り,みおくり,seeing one off,JLPT JLPT_2 JLPT_3,"zL,W$(?WXy"
味方,みかた,"ally, supporter",JLPT JLPT_2 JLPT_3,EF85/VL>m_
見事,みごと,"splendid, magnificent",JLPT JLPT_2 JLPT_3,FG5RYvwId;
ミス,ミス,"miss (mistake, error, failure), Miss",JLPT_1 JLPT JLPT_2 JLPT_3,h#^4pNfLXB
満ちる,みちる,"to be full, to mature",JLPT JLPT_2 JLPT_3,u[~LhQX)13
密,みつ,"thick, close",JLPT JLPT_2 JLPT_3,Q7s<b_//qW
認める,みとめる,"to recognize, to notice; to approve",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13 Intermediate_Japanese_Ln.3,"JetA%b8l~,"
見舞い,みまい,"expression of sympathy, expression of concern",JLPT JLPT_2 JLPT_3,nw{(:&zpou
土産,みやげ,souvenir,JLPT JLPT_2 JLPT_3,z~]qvc)tb[
都,みやこ,city; capital,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,B3uIy2Ddpn
妙,みょう,"strange, unusual",JLPT JLPT_2 JLPT_3,LNAQ6Xt7x$
明後日,みょうごにち,day after tomorrow,JLPT JLPT_2 JLPT_3,vq>.q}^O]P
未来,みらい,future (life tense),JLPT JLPT_2 JLPT_3,Ghk@nVs)kS
魅力,みりょく,"charm, fascination, appeal",JLPT JLPT_2 JLPT_3,w{[H?`kNh]
診る,みる,to examine (a patient),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,Ap.|xWc<xg
ミルク,ミルク,milk,JLPT JLPT_2 JLPT_3,rW2yU+[.3;
無,む,"nothing, naught, zero",JLPT JLPT_2 JLPT_3,M/]]Gfu|C<
向かい,むかい,"facing, opposite, across",JLPT JLPT_2 JLPT_3,v-M][z30<G
迎え,むかえ,"meeting, person sent to pick up an arrival",JLPT JLPT_2 JLPT_3,M.JFq}D{XW
向く,むく,to face,JLPT JLPT_2 JLPT_3,"B?VOe(a,ck"
剥く,むく,"to peel, to skin",JLPT JLPT_2 JLPT_3,O9G!=VsU$R
向ける,むける,"to turn towards, to point",JLPT JLPT_2 JLPT_3,O0#L}~28:p
無視,むし,"disregard, ignore",JLPT JLPT_2 JLPT_3,"H?.,UKB|]n"
蒸し暑い,むしあつい,"humid, sultry",JLPT JLPT_2 JLPT_3,b:SYmm(y*W
虫歯,むしば,"cavity, tooth decay",JLPT JLPT_2 JLPT_3,p^*~90tI~;
寧ろ,むしろ,"rather, better, instead",JLPT JLPT_2 JLPT_3,iKd&nF*kp>
蒸す,むす,"to steam, to poultice, to be sultry",JLPT JLPT_2 JLPT_3,A8e|Klqr_`
結ぶ,むすぶ,"to tie, to bind, to link",JLPT JLPT_2 JLPT_3,ymg7!.{d0`
無駄,むだ,"futility, uselessness",JLPT JLPT_2 JLPT_3,f?04M}_6S/
夢中,むちゅう,"crush, crazy, be hooked on",JLPT JLPT_2 JLPT_3,c*kD_bu37.
胸,むね,"breast, chest",JLPT JLPT_2 JLPT_3,yLcSyJ#.nc
無料,むりょう,"free, no charge",JLPT JLPT_2 JLPT_3,JN6`<L^h|2
芽,め,sprout,JLPT JLPT_2 JLPT_3,"j,J}0*}#hN"
明確,めいかく,"clear, definite",JLPT JLPT_2 JLPT_3,DCM(3>-lRK
名刺,めいし,(name) card; business card,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,K3cZp`gUUo
名詞,めいし,noun,JLPT JLPT_2 JLPT_3,iPorDGRE(|
命じる,めいじる,"to order, to command, to appoint",JLPT JLPT_2 JLPT_3,qg|.+Szu_I
名人,めいじん,"master, expert",JLPT JLPT_2 JLPT_3,Fni-n$8WrW
命令,めいれい,"order, command, decree",JLPT JLPT_2 JLPT_3,KKSB-pS%yq
迷惑,めいわく,"trouble, bother, annoyance",JLPT JLPT_2 JLPT_3,"i.t)w,3ng-"
目上,めうえ,person of higher status; one's senior,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,oNjcNV)ff[
飯,めし,"meals, food",JLPT JLPT_2 JLPT_3,IWA[~#BL^U
滅多に,めったに,"rarely (with neg. verb), seldom",JLPT JLPT_2 JLPT_3,j)#=ex#L)O
メモ,メモ,"memorandum, note",JLPT JLPT_2 JLPT_3,"skJ)D[(,@."
面,めん,"face, mug, surface, side or facet, corner, page",JLPT JLPT_2 JLPT_3,"w,_Ik;ZYes"
綿,めん,cotton,JLPT JLPT_2 JLPT_3,zi)_)]=$49
免許,めんきょ,"license, permit, certificate",JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,giqsadF8[_
面接,めんせつ,interview,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.23 Intermediate_Japanese_Ln.3,"G{,..f)t;T"
面倒,めんどう,"trouble, attention",JLPT JLPT_2 JLPT_3,jarwg?`xYM
メンバー,メンバー,member,JLPT JLPT_2 JLPT_3,ioP<e}C#*T
申し込む,もうしこむ,"to apply for, to make an application",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,p-@iqxnx(*
申し訳,もうしわけ,"apology, excuse",JLPT JLPT_2 JLPT_3,"w0A,13h@XG"
毛布,もうふ,blanket,JLPT JLPT_2 JLPT_3,G|6QSL6HzW
燃える,もえる,to burn,JLPT JLPT_2 JLPT_3,C2}(_d=*8]
目的,もくてき,"purpose, goal, aim",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"FrxXy0,/EI"
目標,もくひょう,"mark, objective, target",JLPT JLPT_2 JLPT_3,eD#(2kEfi#
文字,もじ,"letter (of alphabet), character",JLPT JLPT_2 JLPT_3,v{bw_z2KT.
文字,もんじ,"letter (of alphabet), character",JLPT JLPT_2 JLPT_3,i}R1C0Kg[i
もしかすると,もしかすると,"perhaps, maybe, by some chance",JLPT JLPT_2 JLPT_3,E_gTNRA!W1
もしも,もしも,if,JLPT JLPT_2 JLPT_3,Q41Ox`49(P
持ち上げる,もちあげる,"to raise, to lift up, to flatter",JLPT JLPT_2 JLPT_3,Ck3.ZXZ[6p
用いる,もちいる,"to use, to make use of",JLPT JLPT_2 JLPT_3,so5H6d<zN+
もったいない,もったいない,"wasteful; more than one deserves, unworthy of",JLPT JLPT_2 JLPT_3,yewBxbz7]I
尤も,もっとも,"quite right, plausible, natural",JLPT JLPT_2 JLPT_3,A>F:Ft1w22
元,もと,"origin, original; former",JLPT JLPT_2 JLPT_3,"O)La7,`]AY"
基,もと,basis,JLPT JLPT_2 JLPT_3,Icp_M75Xpg
素,もと,prime,JLPT JLPT_2 JLPT_3,yGr3{oX4%H
戻す,もどす,"to restore, to put back, to return",JLPT JLPT_2 JLPT_3,PmY(.gc-w+
基づく,もとづく,"to be grounded on, to be based on",JLPT JLPT_2 JLPT_3,I&bTc?WHhL
求める,もとめる,"to request, to ask for; to seek, to search for",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,lJ&@p010:m
者,もの,person (same as 人 (ひと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,vAI([v0H/E
物音,ものおと,sounds,JLPT JLPT_2 JLPT_3,hL<`ZEm#E^
物語,ものがたり,"tale, story, legend",JLPT JLPT_2 JLPT_3,b2F39/cX@{
物事,ものごと,"things, everything",JLPT JLPT_2 JLPT_3,JYu;9)KWYP
燃やす,もやす,to burn,JLPT JLPT_2 JLPT_3,h5FjFnJT{r
模様,もよう,"pattern, figure, design",JLPT JLPT_2 JLPT_3,DCW6|C<9T)
文句,もんく,a complaint,JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.21 Intermediate_Japanese_Ln.11,"q,87=b37fY"
やがて,やがて,"before long, soon, at length",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,nlnms.mL_|
役,やく,"role, position",JLPT JLPT_2 JLPT_3,sc=i9?h^tQ
約,やく,"approximately, about, some",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,L31l;C5Xp=
訳,やく,translation,JLPT JLPT_2 JLPT_3,CmgPQjblgT
訳す,やくす,to translate,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Cj2Ni~H!BW
役割,やくわり,"assigning (allotment of) parts, role, duties",JLPT JLPT_2 JLPT_3,"jj*z,nk6$Z"
家賃,やちん,rent,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,Og7<v^:R8@
厄介,やっかい,"trouble, burden, care",JLPT JLPT_2 JLPT_3,O_#+8qFx*C
宿,やど,"inn, lodging",JLPT JLPT_2 JLPT_3,F8A%9EzpfO
雇う,やとう,"to employ, to hire",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,fsV)jU5lVf
屋根,やね,roof,JLPT JLPT_2 JLPT_3,K@]5qy=.%v
破る,やぶる,to tear; to violate; to defeat,JLPT JLPT_2 JLPT_3,Hc|1rO==::
破れる,やぶれる,"to get torn, to wear out",JLPT JLPT_2 JLPT_3,Q>N&s5^Kb%
辞める,やめる,to retire,JLPT JLPT_2 JLPT_3,J|2c^zFs0y
やや,やや,"a little, partially, somewhat",JLPT JLPT_2 JLPT_3,OikgR+nKY0
唯一,ゆいいつ,"only, sole, unique",JLPT JLPT_2 JLPT_3,mNuH=kxM-E
勇気,ゆうき,"courage, bravery, boldness",JLPT JLPT_2 JLPT_3,z0tdm#]12w
友好,ゆうこう,friendship,JLPT JLPT_2 JLPT_3,qSk@+t:._p
有効,ゆうこう,"valid, effectual",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,iL.?i)%fKm
優秀,ゆうしゅう,"superiority, excellence",JLPT JLPT_2 JLPT_3,O^v!ja{$6}
優勝,ゆうしょう,"overall victory, championship",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Gxir)F$3h;
友情,ゆうじょう,"friendship, fellowship",JLPT JLPT_2 JLPT_3,hpnSza2$^g
友人,ゆうじん,friend (formal),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.2,iE%IT=Qp]>
有能,ゆうのう,"able, capable, efficient",JLPT JLPT_2 JLPT_3,P0&QeU;_J8
郵便,ゆうびん,"mail, postal service",JLPT JLPT_2 JLPT_3,y1Pm-8jy]k
ユーモア,ユーモア,humor,JLPT JLPT_2 JLPT_3,df%[k|%u*+
有利,ゆうり,"advantageous, better",JLPT JLPT_2 JLPT_3,H]2^aHqq32
床,ゆか,floor,JLPT JLPT_2 JLPT_3,lG~]%rmVy|
愉快,ゆかい,"pleasant, happy",JLPT JLPT_2 JLPT_3,"o,+Kowdko`"
譲る,ゆずる,"to turn over, to assign, to hand over",JLPT JLPT_2 JLPT_3,Hvg@/iJB}O
